intent,query,answer
건설환경공학과,공지사항,"건설환경공학과에서 제공하는 학과  공지사항입니다.
건설환경공학과 학과 공지사항 : http://home.sejong.ac.kr/~builddpt/19.html"
건설환경공학과,학과소개,"건설환경공학은 사회기반시설인 교량, 도로, 공항, 철도, 터널, 댐, 항만, 도시 · 교통, 하천 · 해양환경 및 상하수 처리시설의 계획 · 설계 · 시공 및 유지관리에 필요한 이론과 기술을 연구 개발하는 학문 분야입니다."
건설환경공학과,주전공,"전공필수과목은 27학점, 전공선택과목은 42점 이상 이수해야 하며, 전공학점은 69점 이상이어야 합니다."
건설환경공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
건설환경공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
건설환경공학과,부전공,"건설환경공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 유체역학및연습, 응용역학및연습2, 환경공학및실험, 토질역학, 구조공학입니다. 부전공 이수시 공학인증은 필수가 아닙니다."
건설환경공학과,1학년 전공,"건설환경공학과 1학년 전공수업 목록은 아래와 같습니다.
[2학기] 기초창의설계(전필·3)"
건설환경공학과,2학년 전공,"건설환경공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 환경공학및실험(전필·3), 유체역학및연습(전필·3), 응용역학및연습1(전필·3)
[2학기] 응용역학및연습2(전필·3), 토질역학(전필·3), 건설수치해석(전선·3), 수리학(전선·3)"
건설환경공학과,3학년 전공,"건설환경공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 콘크리트공학(전필·3), 구조공학(전필·3), 재해방지공학(전선·3), 수처리시스템공학(전선·3), 강구조공학(전선·3), 측량학(전선·3), 공업교과교육론(전선·3)
[2학기] 건설경영관리(전선·3), 수문학(전선·3), 콘크리트구조설계(전선·3), 물재생자원순환(전선·3), 기초공학(전선·3), 합성구조설계(전선·3), 공업교과교재연구및지도법(전선·3), 공업논리및논술(전선·3)"
건설환경공학과,4학년 전공,"건설환경공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 도로공학(전선·3), 수자원공학(전선·3), 건설CAD(전선·3), 내진설계(전선·3), 해안및항만공학(전선·3)
[2학기] 졸업연구및진로2(전선·1), 건설환경종합설계(전선·3), 교량공학(전선·3), 첨단계측공학(전선·3), 건설재료시험(전선·3), 신재생에너지(전선·3)"
건설환경공학과,전공,"건설환경공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] -
[1학년 2학기] 기초창의설계(전필·3)
[2학년 1학기] 환경공학및실험(전필·3), 유체역학및연습(전필·3), 응용역학및연습1(전필·3)
[2학년 2학기] 응용역학및연습2(전필·3), 토질역학(전필·3), 건설수치해석(전선·3), 수리학(전선·3)
[3학년 1학기] 콘크리트공학(전필·3), 구조공학(전필·3), 재해방지공학(전선·3), 수처리시스템공학(전선·3), 강구조공학(전선·3), 측량학(전선·3), 공업교과교육론(전선·3)
[3학년 2학기] 건설경영관리(전선·3), 수문학(전선·3), 콘크리트구조설계(전선·3), 물재생자원순환(전선·3), 기초공학(전선·3), 합성구조설계(전선·3), 공업교과교재연구및지도법(전선·3), 공업논리및논술(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 도로공학(전선·3), 수자원공학(전선·3), 건설CAD(전선·3), 내진설계(전선·3), 해안및항만공학(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 건설환경종합설계(전선·3), 교량공학(전선·3), 첨단계측공학(전선·3), 건설재료시험(전선·3), 신재생에너지(전선·3)"
건설환경공학과,공학인증,"건설환경공학과 공학인증 홈페이지입니다.
건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0801.html"
건설환경공학과,07학번 공학인증,"07학번 건설환경공학과 공학인증 홈페이지입니다.
07학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_1.html"
건설환경공학과,08학번 공학인증,"08학번 건설환경공학과 공학인증 홈페이지입니다.
08학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_2.html"
건설환경공학과,09학번 공학인증,"09학번 건설환경공학과 공학인증 홈페이지입니다.
09학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_3.html"
건설환경공학과,10학번 공학인증,"10학번 건설환경공학과 공학인증 홈페이지입니다.
10학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_4.html"
건설환경공학과,11학번 공학인증,"11학번 건설환경공학과 공학인증 홈페이지입니다.
11학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_5.html"
건설환경공학과,12학번 공학인증,"12학번 건설환경공학과 공학인증 홈페이지입니다.
12학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_6.html"
건설환경공학과,13학번 공학인증,"13학번 건설환경공학과 공학인증 홈페이지입니다.
13학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_7.html"
건설환경공학과,14학번 공학인증,"14학번 건설환경공학과 공학인증 홈페이지입니다.
14학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_8.html"
건설환경공학과,15학번 공학인증,"15학번 건설환경공학과 공학인증 홈페이지입니다.
15학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_9.html"
건설환경공학과,16학번 공학인증,"16학번 건설환경공학과 공학인증 홈페이지입니다.
16학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_10.html"
건설환경공학과,17학번 공학인증,"17학번 건설환경공학과 공학인증 홈페이지입니다.
17학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_11.html"
건설환경공학과,18학번 공학인증,"18학번 건설환경공학과 공학인증 홈페이지입니다.
18학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_12.html"
건설환경공학과,19학번 공학인증,"19학번 건설환경공학과 공학인증 홈페이지입니다.
19학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_13.html"
건설환경공학과,20학번 공학인증,"20학번 건설환경공학과 공학인증 홈페이지입니다.
20학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_14.html"
건설환경공학과,21학번 공학인증,"21학번 건설환경공학과 공학인증 홈페이지입니다.
21학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_15.html"
건설환경공학과,22학번 공학인증,"22학번 건설환경공학과 공학인증 홈페이지입니다.
22학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_16.html"
건설환경공학과,23학번 공학인증,"23학번 건설환경공학과 공학인증 홈페이지입니다.
23학번 건설환경공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program0802_17.html"
환경에너지공간융합학과,조교실 정보 좀,"환경에너지공간융합학과 조교실 정보는 아래와 같습니다.
위치 : 영실관 516호 / 전화 : 02-3408-3320"
환경에너지공간융합학과,과사무실,"환경에너지공간융합학과 과사무실 정보는 아래와 같습니다.
위치 : 영실관 516호 / 전화 : 02-3408-3320"
환경에너지공간융합학과,과사무실 위치,환경에너지공간융합학과 과사무실 위치는 영실관 516호입니다.
환경에너지공간융합학과,과사무실 전화번호,환경에너지공간융합학과 과사무실 전화번호는 02-3408-3320입니다.
환경에너지공간융합학과,홈페이지,"환경에너지공간융합학과 홈페이지입니다.
환경에너지공간융합학과 : http://home.sejong.ac.kr/~eegdpt/"
환경에너지공간융합학과,공지사항,"환경에너지공간융합학과에서 제공하는 학과 공지사항입니다.
환경에너지공간융합학과 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=eegdpt&menuID=6"
환경에너지공간융합학과,학과소개,"환경에너지공간융합학과에서는 수질, 대기질, 폐기물 등 전통적인 환경공학 분야와 더불어 하폐수처리과정에서의 신재생에너지 생산, 폐기물 에너지 및 자원, 탄소저감 생태공학 등 응용환경공학 분야, 그리고, 지구상의 다양한 지구환경현상 분석, 인공위성원격탐사 등 첨단 분야를 포함하는 다양한 연구를 수행하고 있으며, 각 분야의 융합을 시도하고 있습니다."
환경에너지공간융합학과,주전공,"전공필수과목은 15학점, 전공선택과목은 48점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
환경에너지공간융합학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
환경에너지공간융합학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
환경에너지공간융합학과,부전공,"환경에너지공간융합학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 환경공학개론, 수질관리, GIS및실습, 환경화학, 환경에너지, 환경바이오공학, 기상대기과학, 환경영향평가입니다. 부전공 이수시 공학인증은 필수가 아닙니다."
환경에너지공간융합학과,1학년 전공,"환경에너지공간융합학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초창의설계(전필·3)
[2학기] 환경공학개론(전필·3)"
환경에너지공간융합학과,2학년 전공,"환경에너지공간융합학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 공간정보개론(전필·3), 대기환경및기후변화(전선·3), 신재생에너지(전선·3), 기상대기과학(전선·3), 수질관리(전선·3)
[2학기] GIS및실습(전선·3), 폐기물관리(전선·3), 연료및연소공학(전선·3), 환경바이오공학(전선·3), 디지털지도및실습(전선·3), 환경데이터처리(전선·3)"
환경에너지공간융합학과,3학년 전공,"환경에너지공간융합학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 대기오염방지공학(전선·3), 환경화학(전선·3), 환경유체역학(전선·3), 환경단위공정기초(전선·3), 디지털영상처리및실습(전선·3), 조정계산론및실습(전선·3), GIS프로그래밍및실습(전선·3), 환경생태학(전선·3)
[2학기] 환경에너지(전선·3), 디지털사진측정및실습(전선·3), 온실가스관리및분석(전선·3), 상수처리및수질분석실험(전선·3), 공간DBMS및실습(전선·3), 측지학및실습(전선·3), 환경원격탐사(전선·3)"
환경에너지공간융합학과,4학년 전공,"환경에너지공간융합학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 졸업논문연구(전필·3), 환경에너지전문가과정연습(전선·3), 하폐수처리및실습(전선·3), 토양지하수환경학(전선·3), 매핑시스템설계(전선·3), WebGIS및실습(전선·3), 측량자료처리및실습(전선·3)
[2학기] 졸업연구및진로2(전선·1), 종합설계(전필·3), 환경에너지공간세미나(전선·3), 환경영향평가(전선·3), 환경기기분석및실험(전선·3), GNSS설계(전선·3)"
